account_value,date,daily_return
1000000.0,2024-01-01,
1007464.6938671875,2024-01-02,0.0074646938671874
964819.2548046876,2024-01-03,-0.04232946258275705
994031.9725156251,2024-01-04,0.03027791740832453
993652.9022031251,2024-01-05,-0.00038134619708529716
989835.9881406251,2024-01-06,-0.003841295138410139
988821.8397031251,2024-01-07,-0.0010245620988230675
1055424.777203125,2024-01-08,0.06735585201070826
1037147.7615781251,2024-01-09,-0.01731721295517996
1047884.7928281251,2024-01-10,0.01035246051504024
1042182.5818906251,2024-01-11,-0.005441639173052959
964843.3865781251,2024-01-12,-0.07420887343194593
964606.1131406251,2024-01-13,-0.0002459191209689404
941591.6209531251,2024-01-14,-0.023858953280492923
957337.0037656251,2024-01-15,0.016722093168757945
971482.4881406251,2024-01-16,0.014775867139115828
962412.0428281251,2024-01-17,-0.009336704905366311
929838.9803281251,2024-01-18,-0.03384523577269616
937678.6287656251,2024-01-19,0.008431189274011208
938716.5818906251,2024-01-20,0.0011069390867597395
936080.9647031251,2024-01-21,-0.0028076815072252126
891235.7693906251,2024-01-22,-0.04790738942835193
898675.8084531251,2024-01-23,0.008348003208608956
903769.3240781251,2024-01-24,0.005667800976825399
900617.4803281251,2024-01-25,-0.0034874427202040703
942044.8553281251,2024-01-26,0.045998857344970334
948714.8943906251,2024-01-27,0.0070803837256525615
946856.7537656251,2024-01-28,-0.0019585869643097276
974415.1053281251,2024-01-29,0.02910509055662458
967031.0975156251,2024-01-30,-0.007577887259879401
958891.0115781251,2024-01-31,-0.008417605140530138
969740.7068906251,2024-02-01,0.01131483680782841
972162.5975156251,2024-02-02,0.002497462061549882
967903.1912656251,2024-02-03,-0.004381372273408735
958912.4959531251,2024-02-04,-0.009288837348230938
960564.3865781251,2024-02-05,0.0017226708713999894
969936.4725156251,2024-02-06,0.009756853437890456
997074.5897031251,2024-02-07,0.0279792728250694
1018708.1522031251,2024-02-08,0.02169703523027433
1059312.074078125,2024-02-09,0.03985824771028601
1073041.792828125,2024-02-10,0.012960976360010257
1084539.886578125,2024-02-11,0.010715420244439278
1121154.589703125,2024-02-12,0.03376058693472728
1116407.402203125,2024-02-13,-0.004234195305089061
1162260.988140625,2024-02-14,0.04107244886321282
1164721.894390625,2024-02-15,0.002117343931449467
1169598.160015625,2024-02-16,0.004186635151691043
1158659.605328125,2024-02-17,-0.009352404151656502
1168769.722515625,2024-02-18,0.00872570092286673
1161214.870953125,2024-02-19,-0.006463935039521029
1172340.941265625,2024-02-20,0.009581405294411871
1162535.644390625,2024-02-21,-0.008363861168590114
1150783.089703125,2024-02-22,-0.010109414489101853
1138176.574078125,2024-02-23,-0.010954727904675887
1156637.925640625,2024-02-24,0.016220112048477953
1160204.933453125,2024-02-25,0.0030839450561197523
1221566.542828125,2024-02-26,0.05288859545905322
1277951.855328125,2024-02-27,0.04615819975673108
1397179.050640625,2024-02-28,0.09329552973017696
1368438.113140625,2024-02-29,-0.020570690268238656
1395767.613140625,2024-03-01,0.019971308704109125
1386730.339703125,2024-03-02,-0.006474769404603897
1411755.855328125,2024-03-03,0.01804641818852648
1525342.800640625,2024-03-04,0.08045792399855123
1425700.074078125,2024-03-05,-0.06532480864016355
1476423.394390625,2024-03-06,0.03557783381985047
1494434.347515625,2024-03-07,0.012199043440674906
1524675.753765625,2024-03-08,0.02023602194387042
1529049.113140625,2024-03-09,0.00286838651706689
1540509.050640625,2024-03-10,0.007494813215294105
1608799.628765625,2024-03-11,0.044329877904061066
1594662.050640625,2024-03-12,-0.008787656257633114
1629910.691265625,2024-03-13,0.022104144643587453
1592798.753765625,2024-03-14,-0.022769307360750335
1548956.706890625,2024-03-15,-0.0275251639740115
1459006.269390625,2024-03-16,-0.05807162788982434
1526667.441265625,2024-03-17,0.046374832853363745
1508142.753765625,2024-03-18,-0.012134068625085037
1384154.706890625,2024-03-19,-0.08221240765532234
1516174.472515625,2024-03-20,0.09537934232913181
1462884.285015625,2024-03-21,-0.03514779365173015
1425206.449078125,2024-03-22,-0.025755855280855333
1431442.160015625,2024-03-23,0.004375303621123372
1501225.472515625,2024-03-24,0.04875035432744146
1561167.566265625,2024-03-25,0.03992877475596934
1561806.081890625,2024-03-26,0.0004089987768112202
1550091.253765625,2024-03-27,-0.0075008211716135476
1578462.660015625,2024-03-28,0.018303055501460053
1559715.910015625,2024-03-29,-0.011876587565153085
1554270.394390625,2024-03-30,-0.0034913509505365425
1591413.956890625,2024-03-31,0.023897748187221124
1555520.956890625,2024-04-01,-0.022554156851891216
1461907.089703125,2024-04-02,-0.06018168175286265
1473651.566265625,2024-04-03,0.008033668244187053
1529268.253765625,2024-04-04,0.03774073110167975
1514501.785015625,2024-04-05,-0.00965590485098966
1537788.097515625,2024-04-06,0.015375559626534141
1548049.894390625,2024-04-07,0.006673089024149981
1597963.597515625,2024-04-08,0.032242955027394604
1543132.035015625,2024-04-09,-0.03431339899434971
1575007.113140625,2024-04-10,0.020656092545364935
1563407.097515625,2024-04-11,-0.007365056023060812
1500382.769390625,2024-04-12,-0.04031216707737262
1426146.089703125,2024-04-13,-0.049478493889696495
1468325.675640625,2024-04-14,0.029575922299994062
1417450.331890625,2024-04-15,-0.03464854193726696
1425934.683453125,2024-04-16,0.00598564293338133
1370160.902203125,2024-04-17,-0.03911384013392183
1419354.277203125,2024-04-18,0.03590335625611596
1426632.238140625,2024-04-19,0.005127656325411234
1451951.402203125,2024-04-20,0.017747505899277316
1450459.870953125,2024-04-21,-0.0010272597607170475
1492502.644390625,2024-04-22,0.02898582324092347
