,date,actions
1065,2017-08-17,[0]
1066,2017-08-18,[0]
1067,2017-08-19,[0]
1068,2017-08-20,[0]
1069,2017-08-21,[0]
1070,2017-08-22,[0]
1071,2017-08-23,[0]
1072,2017-08-24,[0]
1073,2017-08-25,[0]
1074,2017-08-26,[0]
1075,2017-08-27,[0]
1076,2017-08-28,[0]
1077,2017-08-29,[0]
1078,2017-08-30,[0]
1079,2017-08-31,[0]
1080,2017-09-01,[0]
1081,2017-09-02,[0]
1082,2017-09-03,[0]
1083,2017-09-04,[0]
1084,2017-09-05,[0]
1085,2017-09-06,[0]
1086,2017-09-07,[0]
1087,2017-09-08,[0]
1088,2017-09-09,[0]
1089,2017-09-10,[0]
1090,2017-09-11,[0]
1091,2017-09-12,[0]
1092,2017-09-13,[0]
1093,2017-09-14,[0]
1094,2017-09-15,[0]
1095,2017-09-16,[0]
1096,2017-09-17,[0]
1097,2017-09-18,[0]
1098,2017-09-19,[0]
1099,2017-09-20,[0]
1100,2017-09-21,[0]
1101,2017-09-22,[0]
1102,2017-09-23,[0]
1103,2017-09-24,[0]
1104,2017-09-25,[0]
1105,2017-09-26,[0]
1106,2017-09-27,[0]
1107,2017-09-28,[0]
1108,2017-09-29,[0]
1109,2017-09-30,[0]
1110,2017-10-01,[0]
1111,2017-10-02,[0]
1112,2017-10-03,[0]
1113,2017-10-04,[0]
1114,2017-10-05,[0]
1115,2017-10-06,[0]
1116,2017-10-07,[0]
1117,2017-10-08,[0]
1118,2017-10-09,[0]
1119,2017-10-10,[0]
1120,2017-10-11,[0]
1121,2017-10-12,[0]
1122,2017-10-13,[0]
1123,2017-10-14,[0]
1124,2017-10-15,[0]
1125,2017-10-16,[0]
1126,2017-10-17,[0]
1127,2017-10-18,[0]
1128,2017-10-19,[0]
1129,2017-10-20,[0]
1130,2017-10-21,[0]
1131,2017-10-22,[0]
1132,2017-10-23,[0]
1133,2017-10-24,[0]
1134,2017-10-25,[0]
1135,2017-10-26,[0]
1136,2017-10-27,[0]
1137,2017-10-28,[0]
1138,2017-10-29,[0]
1139,2017-10-30,[0]
1140,2017-10-31,[0]
1141,2017-11-01,[0]
1142,2017-11-02,[0]
1143,2017-11-03,[0]
1144,2017-11-04,[0]
1145,2017-11-05,[0]
1146,2017-11-06,[0]
1147,2017-11-07,[0]
1148,2017-11-08,[0]
1149,2017-11-09,[0]
1150,2017-11-10,[0]
1151,2017-11-11,[0]
1152,2017-11-12,[0]
1153,2017-11-13,[0]
1154,2017-11-14,[0]
1155,2017-11-15,[0]
1156,2017-11-16,[0]
1157,2017-11-17,[0]
1158,2017-11-18,[0]
1159,2017-11-19,[0]
1160,2017-11-20,[0]
1161,2017-11-21,[0]
1162,2017-11-22,[0]
1163,2017-11-23,[0]
1164,2017-11-24,[0]
1165,2017-11-25,[0]
1166,2017-11-26,[0]
1167,2017-11-27,[0]
1168,2017-11-28,[0]
1169,2017-11-29,[0]
1170,2017-11-30,[0]
1171,2017-12-01,[0]
1172,2017-12-02,[0]
1173,2017-12-03,[0]
1174,2017-12-04,[0]
1175,2017-12-05,[0]
1176,2017-12-06,[0]
1177,2017-12-07,[0]
1178,2017-12-08,[0]
1179,2017-12-09,[0]
1180,2017-12-10,[0]
1181,2017-12-11,[0]
1182,2017-12-12,[0]
1183,2017-12-13,[0]
1184,2017-12-14,[0]
1185,2017-12-15,[0]
1186,2017-12-16,[0]
1187,2017-12-17,[0]
1188,2017-12-18,[0]
1189,2017-12-19,[0]
1190,2017-12-20,[0]
1191,2017-12-21,[0]
1192,2017-12-22,[0]
1193,2017-12-23,[0]
1194,2017-12-24,[0]
1195,2017-12-25,[0]
1196,2017-12-26,[0]
1197,2017-12-27,[0]
1198,2017-12-28,[0]
1199,2017-12-29,[0]
1200,2017-12-30,[0]
1201,2017-12-31,[0]
1202,2018-01-01,[0]
1203,2018-01-02,[0]
1204,2018-01-03,[0]
1205,2018-01-04,[0]
1206,2018-01-05,[0]
1207,2018-01-06,[0]
1208,2018-01-07,[0]
1209,2018-01-08,[0]
1210,2018-01-09,[0]
1211,2018-01-10,[0]
1212,2018-01-11,[0]
1213,2018-01-12,[0]
1214,2018-01-13,[0]
1215,2018-01-14,[0]
1216,2018-01-15,[0]
1217,2018-01-16,[0]
1218,2018-01-17,[0]
1219,2018-01-18,[0]
1220,2018-01-19,[0]
1221,2018-01-20,[0]
1222,2018-01-21,[0]
1223,2018-01-22,[0]
1224,2018-01-23,[0]
1225,2018-01-24,[0]
1226,2018-01-25,[0]
1227,2018-01-26,[0]
1228,2018-01-27,[0]
1229,2018-01-28,[0]
1230,2018-01-29,[0]
1231,2018-01-30,[0]
1232,2018-01-31,[0]
1233,2018-02-01,[0]
1234,2018-02-02,[0]
1235,2018-02-03,[0]
1236,2018-02-04,[0]
1237,2018-02-05,[0]
1238,2018-02-06,[0]
1239,2018-02-07,[0]
1240,2018-02-08,[0]
1241,2018-02-09,[0]
1242,2018-02-10,[0]
1243,2018-02-11,[0]
1244,2018-02-12,[0]
1245,2018-02-13,[0]
1246,2018-02-14,[0]
1247,2018-02-15,[0]
1248,2018-02-16,[0]
1249,2018-02-17,[0]
1250,2018-02-18,[0]
1251,2018-02-19,[0]
1252,2018-02-20,[0]
1253,2018-02-21,[0]
1254,2018-02-22,[0]
1255,2018-02-23,[0]
1256,2018-02-24,[0]
1257,2018-02-25,[0]
1258,2018-02-26,[0]
1259,2018-02-27,[0]
1260,2018-02-28,[0]
1261,2018-03-01,[0]
1262,2018-03-02,[0]
1263,2018-03-03,[0]
1264,2018-03-04,[0]
1265,2018-03-05,[0]
1266,2018-03-06,[0]
1267,2018-03-07,[0]
1268,2018-03-08,[0]
1269,2018-03-09,[0]
1270,2018-03-10,[0]
1271,2018-03-11,[0]
1272,2018-03-12,[0]
1273,2018-03-13,[0]
1274,2018-03-14,[0]
1275,2018-03-15,[0]
1276,2018-03-16,[0]
1277,2018-03-17,[0]
1278,2018-03-18,[0]
1279,2018-03-19,[0]
1280,2018-03-20,[0]
1281,2018-03-21,[0]
1282,2018-03-22,[0]
1283,2018-03-23,[0]
1284,2018-03-24,[0]
1285,2018-03-25,[0]
1286,2018-03-26,[0]
1287,2018-03-27,[0]
1288,2018-03-28,[0]
1289,2018-03-29,[0]
1290,2018-03-30,[0]
1291,2018-03-31,[0]
1292,2018-04-01,[0]
1293,2018-04-02,[0]
1294,2018-04-03,[0]
1295,2018-04-04,[0]
1296,2018-04-05,[0]
1297,2018-04-06,[0]
1298,2018-04-07,[0]
1299,2018-04-08,[0]
1300,2018-04-09,[0]
1301,2018-04-10,[0]
1302,2018-04-11,[0]
1303,2018-04-12,[0]
1304,2018-04-13,[0]
1305,2018-04-14,[0]
1306,2018-04-15,[0]
1307,2018-04-16,[0]
1308,2018-04-17,[0]
1309,2018-04-18,[0]
1310,2018-04-19,[0]
1311,2018-04-20,[0]
1312,2018-04-21,[0]
1313,2018-04-22,[0]
1314,2018-04-23,[0]
1315,2018-04-24,[0]
1316,2018-04-25,[0]
1317,2018-04-26,[0]
1318,2018-04-27,[0]
1319,2018-04-28,[0]
1320,2018-04-29,[0]
1321,2018-04-30,[0]
1322,2018-05-01,[0]
1323,2018-05-02,[0]
1324,2018-05-03,[0]
1325,2018-05-04,[0]
1326,2018-05-05,[0]
1327,2018-05-06,[0]
1328,2018-05-07,[0]
1329,2018-05-08,[0]
1330,2018-05-09,[0]
1331,2018-05-10,[0]
1332,2018-05-11,[0]
1333,2018-05-12,[0]
1334,2018-05-13,[0]
1335,2018-05-14,[0]
1336,2018-05-15,[0]
1337,2018-05-16,[0]
1338,2018-05-17,[0]
1339,2018-05-18,[0]
1340,2018-05-19,[0]
1341,2018-05-20,[0]
1342,2018-05-21,[0]
1343,2018-05-22,[0]
1344,2018-05-23,[0]
1345,2018-05-24,[0]
1346,2018-05-25,[0]
1347,2018-05-26,[0]
1348,2018-05-27,[0]
1349,2018-05-28,[0]
1350,2018-05-29,[0]
1351,2018-05-30,[0]
1352,2018-05-31,[0]
1353,2018-06-01,[0]
1354,2018-06-02,[0]
1355,2018-06-03,[0]
1356,2018-06-04,[0]
1357,2018-06-05,[0]
1358,2018-06-06,[0]
1359,2018-06-07,[0]
1360,2018-06-08,[0]
1361,2018-06-09,[0]
1362,2018-06-10,[0]
1363,2018-06-11,[0]
1364,2018-06-12,[0]
1365,2018-06-13,[0]
1366,2018-06-14,[0]
1367,2018-06-15,[0]
1368,2018-06-16,[0]
1369,2018-06-17,[0]
1370,2018-06-18,[0]
1371,2018-06-19,[0]
1372,2018-06-20,[0]
1373,2018-06-21,[0]
1374,2018-06-22,[0]
1375,2018-06-23,[0]
1376,2018-06-24,[0]
1377,2018-06-25,[0]
1378,2018-06-26,[0]
1379,2018-06-27,[0]
1380,2018-06-28,[0]
1381,2018-06-29,[0]
1382,2018-06-30,[0]
1383,2018-07-01,[0]
1384,2018-07-02,[0]
1385,2018-07-03,[0]
1386,2018-07-04,[0]
1387,2018-07-05,[0]
1388,2018-07-06,[0]
1389,2018-07-07,[0]
1390,2018-07-08,[0]
1391,2018-07-09,[0]
1392,2018-07-10,[0]
1393,2018-07-11,[0]
1394,2018-07-12,[0]
1395,2018-07-13,[0]
1396,2018-07-14,[0]
1397,2018-07-15,[0]
1398,2018-07-16,[0]
1399,2018-07-17,[0]
1400,2018-07-18,[0]
1401,2018-07-19,[0]
1402,2018-07-20,[0]
1403,2018-07-21,[0]
1404,2018-07-22,[0]
1405,2018-07-23,[0]
1406,2018-07-24,[0]
1407,2018-07-25,[0]
1408,2018-07-26,[0]
1409,2018-07-27,[0]
1410,2018-07-28,[0]
1411,2018-07-29,[0]
1412,2018-07-30,[0]
1413,2018-07-31,[0]
1414,2018-08-01,[0]
1415,2018-08-02,[0]
1416,2018-08-03,[0]
1417,2018-08-04,[0]
1418,2018-08-05,[0]
1419,2018-08-06,[0]
1420,2018-08-07,[0]
1421,2018-08-08,[0]
1422,2018-08-09,[0]
1423,2018-08-10,[0]
1424,2018-08-11,[0]
1425,2018-08-12,[0]
1426,2018-08-13,[0]
1427,2018-08-14,[0]
1428,2018-08-15,[0]
1429,2018-08-16,[0]
1430,2018-08-17,[0]
1431,2018-08-18,[0]
1432,2018-08-19,[0]
1433,2018-08-20,[0]
1434,2018-08-21,[0]
1435,2018-08-22,[0]
1436,2018-08-23,[0]
1437,2018-08-24,[0]
1438,2018-08-25,[0]
1439,2018-08-26,[0]
1440,2018-08-27,[0]
1441,2018-08-28,[0]
1442,2018-08-29,[0]
1443,2018-08-30,[0]
1444,2018-08-31,[0]
1445,2018-09-01,[0]
1446,2018-09-02,[0]
1447,2018-09-03,[0]
1448,2018-09-04,[0]
1449,2018-09-05,[0]
1450,2018-09-06,[0]
1451,2018-09-07,[0]
1452,2018-09-08,[0]
1453,2018-09-09,[0]
1454,2018-09-10,[0]
1455,2018-09-11,[0]
1456,2018-09-12,[0]
1457,2018-09-13,[0]
1458,2018-09-14,[0]
1459,2018-09-15,[0]
1460,2018-09-16,[0]
1461,2018-09-17,[0]
1462,2018-09-18,[0]
1463,2018-09-19,[0]
1464,2018-09-20,[0]
1465,2018-09-21,[0]
1466,2018-09-22,[0]
1467,2018-09-23,[0]
1468,2018-09-24,[0]
1469,2018-09-25,[0]
1470,2018-09-26,[0]
1471,2018-09-27,[0]
1472,2018-09-28,[0]
1473,2018-09-29,[0]
1474,2018-09-30,[0]
1475,2018-10-01,[0]
1476,2018-10-02,[0]
1477,2018-10-03,[0]
1478,2018-10-04,[0]
1479,2018-10-05,[0]
1480,2018-10-06,[0]
1481,2018-10-07,[0]
1482,2018-10-08,[0]
1483,2018-10-09,[0]
1484,2018-10-10,[0]
1485,2018-10-11,[0]
1486,2018-10-12,[0]
1487,2018-10-13,[0]
1488,2018-10-14,[0]
1489,2018-10-15,[0]
1490,2018-10-16,[0]
1491,2018-10-17,[0]
1492,2018-10-18,[0]
1493,2018-10-19,[0]
1494,2018-10-20,[0]
1495,2018-10-21,[0]
1496,2018-10-22,[0]
1497,2018-10-23,[0]
1498,2018-10-24,[0]
1499,2018-10-25,[0]
1500,2018-10-26,[0]
1501,2018-10-27,[0]
1502,2018-10-28,[0]
1503,2018-10-29,[0]
1504,2018-10-30,[0]
1505,2018-10-31,[0]
1506,2018-11-01,[0]
1507,2018-11-02,[0]
1508,2018-11-03,[0]
1509,2018-11-04,[0]
1510,2018-11-05,[0]
1511,2018-11-06,[0]
1512,2018-11-07,[0]
1513,2018-11-08,[0]
1514,2018-11-09,[0]
1515,2018-11-10,[0]
1516,2018-11-11,[0]
1517,2018-11-12,[0]
1518,2018-11-13,[0]
1519,2018-11-14,[0]
1520,2018-11-15,[0]
1521,2018-11-16,[0]
1522,2018-11-17,[0]
1523,2018-11-18,[0]
1524,2018-11-19,[0]
1525,2018-11-20,[0]
1526,2018-11-21,[0]
1527,2018-11-22,[0]
1528,2018-11-23,[0]
1529,2018-11-24,[0]
1530,2018-11-25,[0]
1531,2018-11-26,[0]
1532,2018-11-27,[0]
1533,2018-11-28,[0]
1534,2018-11-29,[0]
1535,2018-11-30,[0]
1536,2018-12-01,[0]
1537,2018-12-02,[0]
1538,2018-12-03,[0]
1539,2018-12-04,[0]
1540,2018-12-05,[0]
1541,2018-12-06,[0]
1542,2018-12-07,[0]
1543,2018-12-08,[0]
1544,2018-12-09,[0]
1545,2018-12-10,[0]
1546,2018-12-11,[0]
1547,2018-12-12,[0]
1548,2018-12-13,[0]
1549,2018-12-14,[0]
1550,2018-12-15,[0]
1551,2018-12-16,[0]
1552,2018-12-17,[0]
1553,2018-12-18,[0]
1554,2018-12-19,[0]
1555,2018-12-20,[0]
1556,2018-12-21,[0]
1557,2018-12-22,[0]
1558,2018-12-23,[0]
1559,2018-12-24,[0]
1560,2018-12-25,[0]
1561,2018-12-26,[0]
1562,2018-12-27,[0]
1563,2018-12-28,[0]
1564,2018-12-29,[0]
1565,2018-12-30,[0]
1566,2018-12-31,[0]
1567,2019-01-01,[0]
1568,2019-01-02,[0]
1569,2019-01-03,[0]
1570,2019-01-04,[0]
1571,2019-01-05,[0]
1572,2019-01-06,[0]
1573,2019-01-07,[0]
1574,2019-01-08,[0]
1575,2019-01-09,[0]
1576,2019-01-10,[0]
1577,2019-01-11,[0]
1578,2019-01-12,[0]
1579,2019-01-13,[0]
1580,2019-01-14,[0]
1581,2019-01-15,[0]
1582,2019-01-16,[0]
1583,2019-01-17,[0]
1584,2019-01-18,[0]
1585,2019-01-19,[0]
1586,2019-01-20,[0]
1587,2019-01-21,[0]
1588,2019-01-22,[0]
1589,2019-01-23,[0]
1590,2019-01-24,[0]
1591,2019-01-25,[0]
1592,2019-01-26,[0]
1593,2019-01-27,[0]
1594,2019-01-28,[0]
1595,2019-01-29,[0]
1596,2019-01-30,[0]
1597,2019-01-31,[0]
1598,2019-02-01,[0]
1599,2019-02-02,[0]
1600,2019-02-03,[0]
1601,2019-02-04,[0]
1602,2019-02-05,[0]
1603,2019-02-06,[0]
1604,2019-02-07,[0]
1605,2019-02-08,[0]
1606,2019-02-09,[0]
1607,2019-02-10,[0]
1608,2019-02-11,[0]
1609,2019-02-12,[0]
1610,2019-02-13,[0]
1611,2019-02-14,[0]
1612,2019-02-15,[0]
1613,2019-02-16,[0]
1614,2019-02-17,[0]
1615,2019-02-18,[0]
1616,2019-02-19,[0]
1617,2019-02-20,[0]
1618,2019-02-21,[0]
1619,2019-02-22,[0]
1620,2019-02-23,[0]
1621,2019-02-24,[0]
1622,2019-02-25,[0]
1623,2019-02-26,[0]
1624,2019-02-27,[0]
1625,2019-02-28,[0]
1626,2019-03-01,[0]
1627,2019-03-02,[0]
1628,2019-03-03,[0]
1629,2019-03-04,[0]
1630,2019-03-05,[0]
1631,2019-03-06,[0]
1632,2019-03-07,[0]
1633,2019-03-08,[0]
1634,2019-03-09,[0]
1635,2019-03-10,[0]
1636,2019-03-11,[0]
1637,2019-03-12,[0]
1638,2019-03-13,[0]
1639,2019-03-14,[0]
1640,2019-03-15,[0]
1641,2019-03-16,[0]
1642,2019-03-17,[0]
1643,2019-03-18,[0]
1644,2019-03-19,[0]
1645,2019-03-20,[0]
1646,2019-03-21,[0]
1647,2019-03-22,[0]
1648,2019-03-23,[0]
1649,2019-03-24,[0]
1650,2019-03-25,[0]
1651,2019-03-26,[0]
1652,2019-03-27,[0]
1653,2019-03-28,[0]
1654,2019-03-29,[0]
1655,2019-03-30,[0]
1656,2019-03-31,[0]
1657,2019-04-01,[0]
1658,2019-04-02,[0]
1659,2019-04-03,[0]
1660,2019-04-04,[0]
1661,2019-04-05,[0]
1662,2019-04-06,[0]
1663,2019-04-07,[0]
1664,2019-04-08,[0]
1665,2019-04-09,[0]
1666,2019-04-10,[0]
1667,2019-04-11,[0]
1668,2019-04-12,[0]
1669,2019-04-13,[0]
1670,2019-04-14,[0]
1671,2019-04-15,[0]
1672,2019-04-16,[0]
1673,2019-04-17,[0]
1674,2019-04-18,[0]
1675,2019-04-19,[0]
1676,2019-04-20,[0]
1677,2019-04-21,[0]
1678,2019-04-22,[0]
1679,2019-04-23,[0]
1680,2019-04-24,[0]
1681,2019-04-25,[0]
1682,2019-04-26,[0]
1683,2019-04-27,[0]
1684,2019-04-28,[0]
1685,2019-04-29,[0]
1686,2019-04-30,[0]
1687,2019-05-01,[0]
1688,2019-05-02,[0]
1689,2019-05-03,[0]
1690,2019-05-04,[0]
1691,2019-05-05,[0]
1692,2019-05-06,[0]
1693,2019-05-07,[0]
1694,2019-05-08,[0]
1695,2019-05-09,[0]
1696,2019-05-10,[0]
1697,2019-05-11,[0]
1698,2019-05-12,[0]
1699,2019-05-13,[0]
1700,2019-05-14,[0]
1701,2019-05-15,[0]
1702,2019-05-16,[0]
1703,2019-05-17,[0]
1704,2019-05-18,[0]
1705,2019-05-19,[0]
1706,2019-05-20,[0]
1707,2019-05-21,[0]
1708,2019-05-22,[0]
1709,2019-05-23,[0]
1710,2019-05-24,[0]
1711,2019-05-25,[0]
1712,2019-05-26,[0]
1713,2019-05-27,[0]
1714,2019-05-28,[0]
1715,2019-05-29,[0]
1716,2019-05-30,[0]
1717,2019-05-31,[0]
1718,2019-06-01,[0]
1719,2019-06-02,[0]
1720,2019-06-03,[0]
1721,2019-06-04,[0]
1722,2019-06-05,[0]
1723,2019-06-06,[0]
1724,2019-06-07,[0]
1725,2019-06-08,[0]
1726,2019-06-09,[0]
1727,2019-06-10,[0]
1728,2019-06-11,[0]
1729,2019-06-12,[0]
1730,2019-06-13,[0]
1731,2019-06-14,[0]
1732,2019-06-15,[0]
1733,2019-06-16,[0]
1734,2019-06-17,[0]
1735,2019-06-18,[0]
1736,2019-06-19,[0]
1737,2019-06-20,[0]
1738,2019-06-21,[0]
1739,2019-06-22,[0]
1740,2019-06-23,[0]
1741,2019-06-24,[0]
1742,2019-06-25,[0]
1743,2019-06-26,[0]
1744,2019-06-27,[0]
1745,2019-06-28,[0]
1746,2019-06-29,[0]
1747,2019-06-30,[0]
1748,2019-07-01,[0]
1749,2019-07-02,[0]
1750,2019-07-03,[0]
1751,2019-07-04,[0]
1752,2019-07-05,[0]
1753,2019-07-06,[0]
1754,2019-07-07,[0]
1755,2019-07-08,[0]
1756,2019-07-09,[0]
1757,2019-07-10,[0]
1758,2019-07-11,[0]
1759,2019-07-12,[0]
1760,2019-07-13,[0]
1761,2019-07-14,[0]
1762,2019-07-15,[0]
1763,2019-07-16,[0]
1764,2019-07-17,[0]
1765,2019-07-18,[0]
1766,2019-07-19,[0]
1767,2019-07-20,[0]
1768,2019-07-21,[0]
1769,2019-07-22,[0]
1770,2019-07-23,[0]
1771,2019-07-24,[0]
1772,2019-07-25,[0]
1773,2019-07-26,[0]
1774,2019-07-27,[0]
1775,2019-07-28,[0]
1776,2019-07-29,[0]
1777,2019-07-30,[0]
1778,2019-07-31,[0]
1779,2019-08-01,[0]
1780,2019-08-02,[0]
1781,2019-08-03,[0]
1782,2019-08-04,[0]
1783,2019-08-05,[0]
1784,2019-08-06,[0]
1785,2019-08-07,[0]
1786,2019-08-08,[0]
1787,2019-08-09,[0]
1788,2019-08-10,[0]
1789,2019-08-11,[0]
1790,2019-08-12,[0]
1791,2019-08-13,[0]
1792,2019-08-14,[0]
1793,2019-08-15,[0]
1794,2019-08-16,[0]
1795,2019-08-17,[0]
1796,2019-08-18,[0]
1797,2019-08-19,[0]
1798,2019-08-20,[0]
1799,2019-08-21,[0]
1800,2019-08-22,[0]
1801,2019-08-23,[0]
1802,2019-08-24,[0]
1803,2019-08-25,[0]
1804,2019-08-26,[0]
1805,2019-08-27,[0]
1806,2019-08-28,[0]
1807,2019-08-29,[0]
1808,2019-08-30,[0]
1809,2019-08-31,[0]
1810,2019-09-01,[0]
1811,2019-09-02,[0]
1812,2019-09-03,[0]
1813,2019-09-04,[0]
1814,2019-09-05,[0]
1815,2019-09-06,[0]
1816,2019-09-07,[0]
1817,2019-09-08,[0]
1818,2019-09-09,[0]
1819,2019-09-10,[0]
1820,2019-09-11,[0]
1821,2019-09-12,[0]
1822,2019-09-13,[0]
1823,2019-09-14,[0]
1824,2019-09-15,[0]
1825,2019-09-16,[0]
1826,2019-09-17,[0]
1827,2019-09-18,[0]
1828,2019-09-19,[0]
1829,2019-09-20,[0]
1830,2019-09-21,[0]
1831,2019-09-22,[0]
1832,2019-09-23,[0]
1833,2019-09-24,[0]
1834,2019-09-25,[0]
1835,2019-09-26,[0]
1836,2019-09-27,[0]
1837,2019-09-28,[0]
1838,2019-09-29,[0]
1839,2019-09-30,[0]
1840,2019-10-01,[0]
1841,2019-10-02,[0]
1842,2019-10-03,[0]
1843,2019-10-04,[0]
1844,2019-10-05,[0]
1845,2019-10-06,[0]
1846,2019-10-07,[0]
1847,2019-10-08,[0]
1848,2019-10-09,[0]
1849,2019-10-10,[0]
1850,2019-10-11,[0]
1851,2019-10-12,[0]
1852,2019-10-13,[0]
1853,2019-10-14,[0]
1854,2019-10-15,[0]
1855,2019-10-16,[0]
1856,2019-10-17,[0]
1857,2019-10-18,[0]
1858,2019-10-19,[0]
1859,2019-10-20,[0]
1860,2019-10-21,[0]
1861,2019-10-22,[0]
1862,2019-10-23,[0]
1863,2019-10-24,[0]
1864,2019-10-25,[0]
1865,2019-10-26,[0]
1866,2019-10-27,[0]
1867,2019-10-28,[0]
1868,2019-10-29,[0]
1869,2019-10-30,[0]
1870,2019-10-31,[0]
1871,2019-11-01,[0]
1872,2019-11-02,[0]
1873,2019-11-03,[0]
1874,2019-11-04,[0]
1875,2019-11-05,[0]
1876,2019-11-06,[0]
1877,2019-11-07,[0]
1878,2019-11-08,[0]
1879,2019-11-09,[0]
1880,2019-11-10,[0]
1881,2019-11-11,[0]
1882,2019-11-12,[0]
1883,2019-11-13,[0]
1884,2019-11-14,[0]
1885,2019-11-15,[0]
1886,2019-11-16,[0]
1887,2019-11-17,[0]
1888,2019-11-18,[0]
1889,2019-11-19,[0]
1890,2019-11-20,[0]
1891,2019-11-21,[0]
1892,2019-11-22,[0]
1893,2019-11-23,[0]
1894,2019-11-24,[0]
1895,2019-11-25,[0]
1896,2019-11-26,[0]
1897,2019-11-27,[0]
1898,2019-11-28,[0]
1899,2019-11-29,[0]
1900,2019-11-30,[0]
1901,2019-12-01,[0]
1902,2019-12-02,[0]
1903,2019-12-03,[0]
1904,2019-12-04,[0]
1905,2019-12-05,[0]
1906,2019-12-06,[0]
1907,2019-12-07,[0]
1908,2019-12-08,[0]
1909,2019-12-09,[0]
1910,2019-12-10,[0]
1911,2019-12-11,[0]
1912,2019-12-12,[0]
1913,2019-12-13,[0]
1914,2019-12-14,[0]
1915,2019-12-15,[0]
1916,2019-12-16,[0]
1917,2019-12-17,[0]
1918,2019-12-18,[0]
1919,2019-12-19,[0]
1920,2019-12-20,[0]
1921,2019-12-21,[0]
1922,2019-12-22,[0]
1923,2019-12-23,[0]
1924,2019-12-24,[0]
1925,2019-12-25,[0]
1926,2019-12-26,[0]
1927,2019-12-27,[0]
1928,2019-12-28,[0]
1929,2019-12-29,[0]
1930,2019-12-30,[0]
1931,2019-12-31,[0]
1932,2020-01-01,[0]
1933,2020-01-02,[0]
1934,2020-01-03,[0]
1935,2020-01-04,[0]
1936,2020-01-05,[0]
1937,2020-01-06,[0]
1938,2020-01-07,[0]
1939,2020-01-08,[0]
1940,2020-01-09,[0]
1941,2020-01-10,[0]
1942,2020-01-11,[0]
1943,2020-01-12,[0]
1944,2020-01-13,[0]
1945,2020-01-14,[0]
1946,2020-01-15,[0]
1947,2020-01-16,[0]
1948,2020-01-17,[0]
1949,2020-01-18,[0]
1950,2020-01-19,[0]
1951,2020-01-20,[0]
1952,2020-01-21,[0]
1953,2020-01-22,[0]
1954,2020-01-23,[0]
1955,2020-01-24,[0]
1956,2020-01-25,[0]
1957,2020-01-26,[0]
1958,2020-01-27,[0]
1959,2020-01-28,[0]
1960,2020-01-29,[0]
1961,2020-01-30,[0]
1962,2020-01-31,[0]
1963,2020-02-01,[0]
1964,2020-02-02,[0]
1965,2020-02-03,[0]
1966,2020-02-04,[0]
1967,2020-02-05,[0]
1968,2020-02-06,[0]
1969,2020-02-07,[0]
1970,2020-02-08,[0]
1971,2020-02-09,[0]
1972,2020-02-10,[0]
1973,2020-02-11,[0]
1974,2020-02-12,[0]
1975,2020-02-13,[0]
1976,2020-02-14,[0]
1977,2020-02-15,[0]
1978,2020-02-16,[0]
1979,2020-02-17,[0]
1980,2020-02-18,[0]
1981,2020-02-19,[0]
1982,2020-02-20,[0]
1983,2020-02-21,[0]
1984,2020-02-22,[0]
1985,2020-02-23,[0]
1986,2020-02-24,[0]
1987,2020-02-25,[0]
1988,2020-02-26,[0]
1989,2020-02-27,[0]
1990,2020-02-28,[0]
1991,2020-02-29,[0]
1992,2020-03-01,[0]
1993,2020-03-02,[0]
1994,2020-03-03,[0]
1995,2020-03-04,[0]
1996,2020-03-05,[0]
1997,2020-03-06,[0]
1998,2020-03-07,[0]
1999,2020-03-08,[0]
2000,2020-03-09,[0]
2001,2020-03-10,[0]
2002,2020-03-11,[0]
2003,2020-03-12,[0]
2004,2020-03-13,[0]
2005,2020-03-14,[0]
2006,2020-03-15,[0]
2007,2020-03-16,[0]
2008,2020-03-17,[0]
2009,2020-03-18,[0]
2010,2020-03-19,[0]
2011,2020-03-20,[0]
2012,2020-03-21,[0]
2013,2020-03-22,[0]
2014,2020-03-23,[0]
2015,2020-03-24,[0]
2016,2020-03-25,[0]
2017,2020-03-26,[0]
2018,2020-03-27,[0]
2019,2020-03-28,[0]
2020,2020-03-29,[0]
2021,2020-03-30,[0]
2022,2020-03-31,[0]
2023,2020-04-01,[0]
2024,2020-04-02,[0]
2025,2020-04-03,[0]
2026,2020-04-04,[0]
2027,2020-04-05,[0]
2028,2020-04-06,[0]
2029,2020-04-07,[0]
2030,2020-04-08,[0]
2031,2020-04-09,[0]
2032,2020-04-10,[0]
2033,2020-04-11,[0]
2034,2020-04-12,[0]
2035,2020-04-13,[0]
2036,2020-04-14,[0]
2037,2020-04-15,[0]
2038,2020-04-16,[0]
2039,2020-04-17,[0]
2040,2020-04-18,[0]
2041,2020-04-19,[0]
2042,2020-04-20,[0]
2043,2020-04-21,[0]
2044,2020-04-22,[0]
2045,2020-04-23,[0]
2046,2020-04-24,[0]
2047,2020-04-25,[0]
2048,2020-04-26,[0]
2049,2020-04-27,[0]
2050,2020-04-28,[0]
2051,2020-04-29,[0]
2052,2020-04-30,[0]
2053,2020-05-01,[0]
2054,2020-05-02,[0]
2055,2020-05-03,[0]
2056,2020-05-04,[0]
2057,2020-05-05,[0]
2058,2020-05-06,[0]
2059,2020-05-07,[0]
2060,2020-05-08,[0]
2061,2020-05-09,[0]
2062,2020-05-10,[0]
2063,2020-05-11,[0]
