account_rewards,date
0.6907912326278165,2024-04-25
-9.759575542761013,2024-04-26
-8.734828724293038,2024-04-27
6.010358509374782,2024-04-28
-18.445520111359656,2024-04-29
20.486338317976333,2024-04-30
1.6162158125080168,2024-05-01
16.67977147223428,2024-05-02
-1.8517325526336208,2024-05-03
-0.7815055364044383,2024-05-04
13.556068956269883,2024-05-05
-20.075265094055794,2024-05-06
-9.623167361598462,2024-05-07
4.895565105136484,2024-05-08
-24.303514609346166,2024-05-09
4.759467343683355,2024-05-10
-8.585067303152755,2024-05-11
7.212919116020203,2024-05-12
-6.72516992688179,2024-05-13
25.802948050550185,2024-05-14
-4.501311446423642,2024-05-15
11.100053800968453,2024-05-16
-3.336541636614129,2024-05-17
-16.308526678709313,2024-05-18
38.73569328011945,2024-05-19
-0.4988711785990745,2024-05-20
-14.877048182534054,2024-05-21
2.5343862938461825,2024-05-22
10.747242469806224,2024-05-23
8.775858018430881,2024-05-24
-19.85853436414618,2024-05-25
8.169379287981428,2024-05-26
-8.200058465008624,2024-05-27
-7.435914464644156,2024-05-28
-6.585764077259228,2024-05-29
-1.6073322552256286,2024-05-30
0.7746081101940945,2024-05-31
-7.396637707366608,2024-06-01
10.186620475025848,2024-06-02
8.775555592728779,2024-06-03
-0.08950047078542411,2024-06-04
-6.49404523789417,2024-06-05
-35.7559166115243,2024-06-06
-9.236527984496206,2024-06-07
8.695868492126465,2024-06-08
-3.1525399294914678,2024-06-09
-26.423893591738306,2024-06-10
18.283810059772804,2024-06-11
-23.842331572202966,2024-06-12
-4.50928975106217,2024-06-13
27.245839229784906,2024-06-14
-3.109452384058386,2024-06-15
27.426113343215548,2024-06-16
-24.023302005487494,2024-06-17
3.8932253477396443,2024-06-18
-7.742692357860506,2024-06-19
0.4079095757333562,2024-06-20
-4.044460249249823,2024-06-21
-12.414535370771773,2024-06-22
-9.360295230406336,2024-06-23
2.709182024351321,2024-06-24
-10.775221687508747,2024-06-25
8.993222367484123,2024-06-26
-6.753035419853404,2024-06-27
1.9914983871858567,2024-06-28
6.31034776836168,2024-06-29
2.102803420391865,2024-06-30
14.413783425698057,2024-07-01
-32.68320613889955,2024-07-02
-61.39880176400766,2024-07-03
-15.03686020639725,2024-07-04
44.05481662089005,2024-07-05
-54.9568878763821,2024-07-06
22.027530991472304,2024-07-07
8.424115757341497,2024-07-08
5.9586644428782165,2024-07-09
19.201370575698093,2024-07-10
49.57529088377487,2024-07-11
100.0972469758708,2024-07-12
-6.763982972479425,2024-07-13
29.42418325843755,2024-07-14
81.74569183890708,2024-07-15
93.27204804657958,2024-07-16
-113.26115470589139,2024-07-17
8.350279411068186,2024-07-18
42.00124802533537,2024-07-19
5.6824168037856,2024-07-20
20.639090637560003,2024-07-21
-20.77326921047643,2024-07-22
43.83538146910723,2024-07-23
-39.20179752295371,2024-07-24
8.795552704948932,2024-07-25
-15.133794891182333,2024-07-26
10.761685038218275,2024-07-27
0.28587639634497464,2024-07-28
54.41296677174978,2024-07-29
-8.354879634338431,2024-07-30
-58.527988170972094,2024-07-31
-76.38896286790259,2024-08-01
-9.422581300721504,2024-08-02
-71.27473276376259,2024-08-03
-73.63334186549764,2024-08-04
35.37868626299314,2024-08-05
208.292367942282,2024-08-06
36.881446886691265,2024-08-07
-80.50330592575483,2024-08-08
9.819914025720209,2024-08-09
-72.80856334266718,2024-08-10
35.4671116709942,2024-08-11
17.164070997270755,2024-08-12
-16.293665391858667,2024-08-13
-18.70369163574651,2024-08-14
8.113515816279687,2024-08-15
4.123181100469083,2024-08-16
-5.626792464288883,2024-08-17
80.22290393535513,2024-08-18
-9.698917235131375,2024-08-19
13.617512674885802,2024-08-20
-6.263124312739819,2024-08-21
32.04336996015627,2024-08-22
4.409423536621034,2024-08-23
-30.64070956641808,2024-08-24
-30.26538933336269,2024-08-25
-47.605109876953065,2024-08-26
5.504797711386345,2024-08-27
-18.791734872502275,2024-08-28
12.036382128018886,2024-08-29
-1.7504043590743095,2024-08-30
-44.71379348996561,2024-08-31
48.00715521152597,2024-09-01
-25.08791001443751,2024-09-02
1.933359224232845,2024-09-03
-34.675910853780806,2024-09-04
-56.89951008197386,2024-09-05
9.357335119857453,2024-09-06
10.534159790258855,2024-09-07
26.06916902726516,2024-09-08
3.6377748113591224,2024-09-09
-14.650986064691097,2024-09-10
69.51784429256804,2024-09-11
27.061329806456342,2024-09-12
59.23264155094512,2024-09-13
-65.08380565582775,2024-09-14
37.373204010073096,2024-09-15
-2.3589500784873962,2024-09-16
1.9490240120794624,2024-09-17
5.548594664316624,2024-09-18
-5.791893273591995,2024-09-19
34.23502830264624,2024-09-20
-27.88409003079869,2024-09-21
-6.804746773210354,2024-09-22
17.29298665409442,2024-09-23
-21.453945911489427,2024-09-24
18.501485471148044,2024-09-25
-4.039839280303568,2024-09-26
70.11270132358186,2024-09-27
73.83092245517764,2024-09-28
-83.14855103672016,2024-09-29
-38.261914928560145,2024-09-30
-158.6782931626076,2024-10-01
-49.34866718109697,2024-10-02
34.30951540591195,2024-10-03
-13.474342080298811,2024-10-04
11.422465760144405,2024-10-05
-10.247726552537642,2024-10-06
2.6192541021155193,2024-10-07
-18.436848215409555,2024-10-08
15.97021053370554,2024-10-09
23.62342623528093,2024-10-10
3.5942309349775314,2024-10-11
-22.942719647311606,2024-10-12
47.295274876989424,2024-10-13
-18.9242805641843,2024-10-14
19.048323597293347,2024-10-15
-12.72766868409235,2024-10-16
8.383969624061137,2024-10-17
-6.6747173285111785,2024-10-18
9.941968848113902,2024-10-19
-8.205196902737953,2024-10-20
-33.88315217732452,2024-10-21
-24.182737240218557,2024-10-22
19.448289526742883,2024-10-23
-88.93453447159845,2024-10-24
32.412636397522874,2024-10-25
10.854957877425477,2024-10-26
8.561303951777518,2024-10-27
26.235546360025182,2024-10-28
-14.97953889425844,2024-10-29
-41.76577928545885,2024-10-30
11.069444668944925,2024-10-31
-9.24009233538527,2024-11-01
-21.24650947097689,2024-11-02
0.903519521933049,2024-11-03
33.376373212900944,2024-11-04
88.02858950139489,2024-11-05
38.26319192943629,2024-11-06
-2.042996203294024,2024-11-07
16.92146485869307,2024-11-08
93.86472902656533,2024-11-09
97.91190136130899,2024-11-10
275.6468953436706,2024-11-11
-55.19992662605364,2024-11-12
263.03941660467535,2024-11-13
379.8702318042051,2024-11-14
726.3878304940881,2024-11-15
-207.87462187651545,2024-11-16
204.78473138448317,2024-11-17
-51.65585986012593,2024-11-18
1.1361076820176095,2024-11-19
481.15480331063736,2024-11-20
712.8420153701445,2024-11-21
-0.05094292759895325,2024-11-22
-120.05289427284151,2024-11-23
-55.904580275993794,2024-11-24
-46.544400964980014,2024-11-25
236.61489349720068,2024-11-26
227.5079168761149,2024-11-27
850.4266980624525,2024-11-28
492.26465931895655,2024-11-29
1259.9225598942721,2024-11-30
1322.411871621618,2024-12-01
-634.5238626551582,2024-12-02
-578.2857056331122,2024-12-03
-200.8402186727617,2024-12-04
440.3821306419559,2024-12-05
654.3109009647742,2024-12-06
-28.330852787476033,2024-12-07
-1335.6541996097658,2024-12-08
516.6933179879561,2024-12-09
106.61586051702034,2024-12-10
-198.2814899039222,2024-12-11
272.54128386976663,2024-12-12
-78.72094094275963,2024-12-13
168.35089946270455,2024-12-14
145.9535044383956,2024-12-15
268.6028738308232,2024-12-16
-921.8152789759915,2024-12-17
-192.1500201607123,2024-12-18
99.07935492275283,2024-12-19
-137.67051685333718,2024-12-20
-138.07908850198146,2024-12-21
206.78808053256944,2024-12-22
241.1336382793961,2024-12-23
-102.89145989413373,2024-12-24
-509.8941564464476,2024-12-25
-45.82924354786519,2024-12-26
141.78875272034202,2024-12-27
-318.1698919272749,2024-12-28
-129.63771684886888,2024-12-29
82.31254797463771,2024-12-30
