account_rewards,date
-100.42010933638085,2024-12-04
220.19106532097794,2024-12-05
327.1554504823871,2024-12-06
-14.165426393738016,2024-12-07
-667.8270998048829,2024-12-08
258.34665899397805,2024-12-09
53.307930258568376,2024-12-10
-99.1407449520193,2024-12-11
136.2706419348251,2024-12-12
-39.36047047143802,2024-12-13
84.17544973129407,2024-12-14
72.97675221925601,2024-12-15
134.3014369154116,2024-12-16
-460.90763948799577,2024-12-17
-96.07501008035615,2024-12-18
49.539677461376414,2024-12-19
-68.83525842661038,2024-12-20
-69.03954425093252,2024-12-21
103.39404026628472,2024-12-22
120.56681913975626,2024-12-23
-51.445729947066866,2024-12-24
-254.9470782232238,2024-12-25
-22.914621773990802,2024-12-26
70.89437636022922,2024-12-27
-159.08494596357923,2024-12-28
-64.81885842443444,2024-12-29
41.15627398726065,2024-12-30
