account_rewards,date
-0.026745504699647427,2024-01-01
-0.43095703423023224,2024-01-02
0.08177784981671721,2024-01-03
-0.23774170724209398,2024-01-04
-0.20223165454808623,2024-01-05
-0.5059731152141467,2024-01-06
0.9136111503466964,2024-01-07
-0.45449016662314534,2024-01-08
1.4981873262440786,2024-01-09
0.10230060073081404,2024-01-10
-1.7517892951145768,2024-01-11
0.2838873773580417,2024-01-12
0.07220083242282271,2024-01-13
-0.024794216733425856,2024-01-14
-0.0008545321179553866,2024-01-15
-0.6407972535816953,2024-01-16
-1.368451120215468,2024-01-17
-0.6913523265393451,2024-01-18
0.8399292528629303,2024-01-19
-0.7042646151967347,2024-01-20
-2.0392049020156264,2024-01-21
-0.9903260553255677,2024-01-22
0.02628261293284595,2024-01-23
-0.5284316530451179,2024-01-24
2.320306933252141,2024-01-25
-0.25342901051044464,2024-01-26
-0.8350668213097379,2024-01-27
1.536825645598583,2024-01-28
-3.5395167234819382,2024-01-29
-1.1283034357475117,2024-01-30
0.41071350034326315,2024-01-31
0.725944368285127,2024-02-01
1.404409619513899,2024-02-02
-2.6632727241376415,2024-02-03
0.5147892918903381,2024-02-04
-0.19891183520667255,2024-02-05
1.59513382287696,2024-02-06
0.138029471389018,2024-02-07
2.2403227197937667,2024-02-08
-0.3864363837055862,2024-02-09
0.4016434729564935,2024-02-10
1.2181001231074333,2024-02-11
-1.520993337384425,2024-02-12
2.9818995982641354,2024-02-13
5.476953724049963,2024-02-14
0.5043394976528361,2024-02-15
-3.5452182459412143,2024-02-16
1.681334508699365,2024-02-17
1.3922386521007866,2024-02-18
0.07844304712489247,2024-02-19
-3.5519001674838364,2024-02-20
-2.106150018866174,2024-02-21
-1.6934102865634486,2024-02-22
2.8550064587034285,2024-02-23
-0.7432998901931569,2024-02-24
2.5116978940786794,2024-02-25
9.930342721636407,2024-02-26
-3.032551341340877,2024-02-27
3.0987395328702405,2024-02-28
4.666579693206586,2024-02-29
13.100095975678414,2024-03-01
-5.51473045500461,2024-03-02
7.261091315187514,2024-03-03
-18.31749779637903,2024-03-04
6.286441615782678,2024-03-05
5.399372607120313,2024-03-06
-2.237273025792092,2024-03-07
-0.05409797222819179,2024-03-08
-4.61679999739863,2024-03-09
38.358358205878176,2024-03-10
-10.592174722230993,2024-03-11
0.9833114651264623,2024-03-12
-7.662242715712637,2024-03-13
-13.408438021200709,2024-03-14
-11.507051391294226,2024-03-15
6.142341593513265,2024-03-16
10.905112031381577,2024-03-17
-24.621598225203343,2024-03-18
10.946867974707857,2024-03-19
11.408534534624778,2024-03-20
-12.048714462202042,2024-03-21
2.722211473272182,2024-03-22
6.368837493355386,2024-03-23
3.392114895861596,2024-03-24
-3.735136916046031,2024-03-25
-8.727432920015417,2024-03-26
5.473586305393837,2024-03-27
2.723126924945973,2024-03-28
-3.969881006749347,2024-03-29
3.3219448694726452,2024-03-30
-8.178151739877649,2024-03-31
-11.867350103566423,2024-04-01
-4.908216443611309,2024-04-02
8.804448393872008,2024-04-03
-2.9161527439719066,2024-04-04
2.7892205119132996,2024-04-05
0.7216475626919419,2024-04-06
10.118460756842978,2024-04-07
-0.8312336233211681,2024-04-08
1.8689339936245233,2024-04-09
-4.386992440791801,2024-04-10
-30.840700063388795,2024-04-11
-34.81416966323741,2024-04-12
12.185870765475556,2024-04-13
-3.4291841223603114,2024-04-14
-0.5515624703839421,2024-04-15
-0.994374799542129,2024-04-16
4.394186718855053,2024-04-17
0.4351491767447442,2024-04-18
14.026316366507672,2024-04-19
-2.562851626542397,2024-04-20
18.003062406205572,2024-04-21
-6.5986204468645155,2024-04-22
-10.123059824109077,2024-04-23
-1.0905544075649232,2024-04-24
0.3453956162557006,2024-04-25
-4.8797877713805065,2024-04-26
-4.367414362146519,2024-04-27
3.005179254687391,2024-04-28
-9.222760055679828,2024-04-29
10.243169159046374,2024-04-30
0.8081079062540084,2024-05-01
8.33988573611714,2024-05-02
-0.9258662763750181,2024-05-03
-0.3907527682604268,2024-05-04
6.778034478076734,2024-05-05
-10.03763254696969,2024-05-06
-4.811583680799231,2024-05-07
2.447782552568242,2024-05-08
-12.151757304673083,2024-05-09
2.379733671899885,2024-05-10
-4.2925336515763775,2024-05-11
3.6064595580101013,2024-05-12
-3.362584963440895,2024-05-13
12.901474025216885,2024-05-14
-2.250655723270029,2024-05-15
5.550026900484227,2024-05-16
-1.6682708183070645,2024-05-17
-8.154263339354657,2024-05-18
19.367846640059724,2024-05-19
-0.24943558929953724,2024-05-20
-7.438524091267027,2024-05-21
1.267193146981299,2024-05-22
5.373621234903112,2024-05-23
4.387929009157233,2024-05-24
-9.929267182014883,2024-05-25
4.084689643932506,2024-05-26
-4.100029232446104,2024-05-27
-3.7179572322638705,2024-05-28
-3.292882038629614,2024-05-29
-0.8036661276128143,2024-05-30
0.3873040550388396,2024-05-31
-3.6983188536250964,2024-06-01
5.093310237512924,2024-06-02
4.387777796364389,2024-06-03
-0.04475023539271206,2024-06-04
-3.2470226190052927,2024-06-05
-17.87795830576215,2024-06-06
-4.618263992248103,2024-06-07
4.347934246063232,2024-06-08
-1.5762699646875262,2024-06-09
-13.21194679592736,2024-06-10
9.141905029886402,2024-06-11
-11.921165786101483,2024-06-12
-2.254644875531085,2024-06-13
13.622919614892453,2024-06-14
-1.554726192029193,2024-06-15
13.713056671665981,2024-06-16
-12.011651002801955,2024-06-17
1.9466126738116145,2024-06-18
-3.871346178930253,2024-06-19
0.20395478780847043,2024-06-20
-2.022230124566704,2024-06-21
-6.207267685327679,2024-06-22
-4.680147615261376,2024-06-23
1.354591012117453,2024-06-24
-5.3876108437543735,2024-06-25
4.496611183742061,2024-06-26
-3.376517709926702,2024-06-27
0.9957491935929283,2024-06-28
3.1551738842390478,2024-06-29
1.0514017102541402,2024-06-30
7.206891712849028,2024-07-01
-16.341603069449775,2024-07-02
-30.69940088200383,2024-07-03
-7.518430103198625,2024-07-04
22.027408310445026,2024-07-05
-27.47844393819105,2024-07-06
11.013765495736152,2024-07-07
4.212057878728956,2024-07-08
2.9793322214391083,2024-07-09
9.600685287849046,2024-07-10
24.787645441945642,2024-07-11
50.0486234879354,2024-07-12
-3.3819914862979203,2024-07-13
14.712091629160568,2024-07-14
40.87284591945354,2024-07-15
46.63602402328979,2024-07-16
-56.63057735294569,2024-07-17
4.175139705534093,2024-07-18
21.000624012667686,2024-07-19
2.8412084019510075,2024-07-20
10.319545318838209,2024-07-21
-10.386634605238214,2024-07-22
21.917690734611824,2024-07-23
-19.600898761418648,2024-07-24
4.397776352474466,2024-07-25
-7.566897445591167,2024-07-26
5.380842519109137,2024-07-27
0.14293819817248732,2024-07-28
27.20648338587489,2024-07-29
-4.177439817227423,2024-07-30
-29.263994085486047,2024-07-31
-38.194481433951296,2024-08-01
-4.71129065041896,2024-08-02
-35.6373663819395,2024-08-03
-36.81667093280703,2024-08-04
17.68934313149657,2024-08-05
104.1461839711992,2024-08-06
18.440723443287425,2024-08-07
-40.251652962877415,2024-08-08
4.909957012860104,2024-08-09
-36.4042816713918,2024-08-10
17.733555835438892,2024-08-11
8.58203549857717,2024-08-12
-8.146832695929334,2024-08-13
-9.351845817873254,2024-08-14
4.056757908198051,2024-08-15
2.0615905502345413,2024-08-16
-2.813396232086234,2024-08-17
40.11145196761936,2024-08-18
-4.849458617623895,2024-08-19
6.808756337501109,2024-08-20
-3.1315621563699096,2024-08-21
16.021684980136342,2024-08-22
2.204711768310517,2024-08-23
-15.32035478320904,2024-08-24
-15.132694666739553,2024-08-25
-23.802554938476533,2024-08-26
2.752398855634965,2024-08-27
-9.39586743619293,2024-08-28
6.018191064009443,2024-08-29
-0.8752021795371547,2024-08-30
-22.356896744924597,2024-08-31
24.003577605821192,2024-09-01
-12.543955007218756,2024-09-02
0.9666796120582148,2024-09-03
-17.337955426890403,2024-09-04
-28.449755041045137,2024-09-05
4.678667559870519,2024-09-06
5.267079895129427,2024-09-07
13.03458451363258,2024-09-08
1.8188874056795612,2024-09-09
-7.325493032345548,2024-09-10
34.75892214628402,2024-09-11
13.530664903228171,2024-09-12
29.61632077547256,2024-09-13
-32.54190282791387,2024-09-14
18.686602005036548,2024-09-15
-1.1794750392436981,2024-09-16
0.9745120060397312,2024-09-17
2.774297332158312,2024-09-18
-2.8959466367959976,2024-09-19
17.11751415138133,2024-09-20
-13.942045015399344,2024-09-21
-3.4023733866633847,2024-09-22
8.646493326989003,2024-09-23
-10.726972955744714,2024-09-24
9.250742735574022,2024-09-25
-2.019919640151784,2024-09-26
35.05635066179093,2024-09-27
36.91546122764703,2024-09-28
-41.574275518301874,2024-09-29
-19.130957464221865,2024-09-30
-79.33914658124559,2024-10-01
-24.674333590548486,2024-10-02
17.154757702955976,2024-10-03
-6.737171040149406,2024-10-04
5.711232880013995,2024-10-05
-5.1238632762106135,2024-10-06
1.309627050999552,2024-10-07
-9.218424107762985,2024-10-08
7.985105266910978,2024-10-09
11.811713117640465,2024-10-10
1.7971154674887657,2024-10-11
-11.471359823597595,2024-10-12
23.647637438494712,2024-10-13
-9.462140282150358,2024-10-14
9.524161798646674,2024-10-15
-6.363834342104383,2024-10-16
4.191984812030569,2024-10-17
-3.3373586642555892,2024-10-18
4.970984423998743,2024-10-19
-4.102598451427184,2024-10-20
-16.94157608866226,2024-10-21
-12.091368620051071,2024-10-22
9.724144763313234,2024-10-23
-44.467267235857435,2024-10-24
16.20631819870323,2024-10-25
5.4274789387127385,2024-10-26
4.280651975888759,2024-10-27
13.117773180012591,2024-10-28
-7.48976944712922,2024-10-29
-20.882889642729424,2024-10-30
5.5347223344724625,2024-10-31
-4.6200461676344275,2024-11-01
-10.623254735488445,2024-11-02
0.4517597609665245,2024-11-03
16.68818660650868,2024-11-04
44.01429475063924,2024-11-05
19.131595964776352,2024-11-06
-1.021498101647012,2024-11-07
8.460732429288328,2024-11-08
46.932364513282664,2024-11-09
48.955950680654496,2024-11-10
137.8234476718353,2024-11-11
-27.599963313085027,2024-11-12
131.51970830233768,2024-11-13
189.93511590210255,2024-11-14
363.19391524698585,2024-11-15
-103.93731093825772,2024-11-16
102.39236569229979,2024-11-17
-25.827929930062965,2024-11-18
0.5680538410088047,2024-11-19
240.57740165526047,2024-11-20
356.42100768501405,2024-11-21
-0.025471463799476624,2024-11-22
-60.02644713642076,2024-11-23
-27.952290137996897,2024-11-24
-23.2722004824318,2024-11-25
118.30744674860034,2024-11-26
113.75395843805745,2024-11-27
425.21334903116804,2024-11-28
246.13232965942007,2024-11-29
629.9612799471943,2024-11-30
661.205935810809,2024-12-01
-317.2619313276373,2024-12-02
-289.1428528166143,2024-12-03
